Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52
1218,file:/C:/mallet/sample-data/abstract/Composition%20Context%20Matching%20for%20Web%20Service%20Recommendation..txt,0.001298701,0.001298701,0.183116883,0.04025974,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.014285714,0.001298701,0.001298701,0.001298701,0.092207792,0.001298701,0.001298701,0.04025974,0.066233766,0.014285714,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.144155844,0.001298701,0.001298701,0.001298701,0.066233766,0.001298701,0.131168831,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.014285714,0.079220779,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.066233766
1219,file:/C:/mallet/sample-data/abstract/Comprehensive%20Explanation%20of%20SLA%20Violations%20at%20Runtime..txt,0.000884956,0.027433628,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.036283186,0.177876106,0.000884956,0.080530973,0.000884956,0.000884956,0.000884956,0.390265487,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.062831858,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.027433628,0.018584071,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.071681416,0.000884956,0.000884956,0.000884956,0.009734513,0.045132743,0.000884956,0.009734513,0.000884956,0.009734513,0.000884956
1220,file:/C:/mallet/sample-data/abstract/Compressing%20SOAP%20Messages%20by%20using%20Differential%20Encoding..txt,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.023404255,0.00212766,0.00212766,0.00212766,0.00212766,0.065957447,0.00212766,0.023404255,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.023404255,0.342553191,0.00212766,0.00212766,0.00212766,0.00212766,0.172340426,0.00212766,0.00212766,0.00212766,0.00212766,0.065957447,0.00212766,0.129787234,0.00212766,0.023404255,0.044680851,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766,0.00212766
1221,file:/C:/mallet/sample-data/abstract/Compressing%20SOAP%20Messages%20by%20using%20Pushdown%20Automata..txt,0.001123596,0.001123596,0.001123596,0.001123596,0.057303371,0.001123596,0.113483146,0.001123596,0.001123596,0.001123596,0.001123596,0.023595506,0.001123596,0.046067416,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.012359551,0.405617978,0.034831461,0.068539326,0.046067416,0.001123596,0.147191011,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596,0.001123596
1222,file:/C:/mallet/sample-data/abstract/Computational%20Experiment%20Research%20on%20the%20Equalization-Oriented%20Service%20Strategy%20in%20Collaborative%20Manufacturing..txt,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.062831858,0.000884956,0.000884956,0.000884956,0.036283186,0.071681416,0.000884956,0.000884956,0.027433628,0.000884956,0.000884956,0.000884956,0.018584071,0.000884956,0.071681416,0.000884956,0.000884956,0.009734513,0.000884956,0.000884956,0.000884956,0.301769912,0.080530973,0.000884956,0.018584071,0.000884956,0.062831858,0.000884956,0.000884956,0.151327434,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.053982301
1223,file:/C:/mallet/sample-data/abstract/Computing%20Quantified%20Opacity%20for%20SOG-Abstracted%20Web%20Services..txt,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.087096774,0.001075269,0.001075269,0.001075269,0.001075269,0.05483871,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.05483871,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.119354839,0.001075269,0.001075269,0.108602151,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.011827957,0.001075269,0.001075269,0.001075269,0.506451613,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.011827957,0.001075269
1224,file:/C:/mallet/sample-data/abstract/Computing%20Refined%20Ordering%20Relations%20with%20Uncertainty%20for%20Acyclic%20Process%20Models..txt,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.05483871,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.011827957,0.280645161,0.130107527,0.001075269,0.001075269,0.022580645,0.001075269,0.17311828,0.011827957,0.001075269,0.130107527,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.011827957,0.001075269,0.001075269,0.001075269,0.001075269,0.05483871,0.022580645,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.05483871,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269
1225,file:/C:/mallet/sample-data/abstract/Computing%20Service%20Skyline%20from%20Uncertain%20QoWS..txt,0.001052632,0.506315789,0.001052632,0.001052632,0.001052632,0.011578947,0.032631579,0.001052632,0.043157895,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.095789474,0.001052632,0.001052632,0.001052632,0.032631579,0.011578947,0.001052632,0.001052632,0.001052632,0.011578947,0.001052632,0.001052632,0.001052632,0.001052632,0.011578947,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.106315789,0.001052632,0.043157895,0.001052632,0.001052632,0.001052632,0.032631579,0.001052632,0.001052632,0.011578947,0.001052632,0.001052632,0.001052632,0.011578947
1226,file:/C:/mallet/sample-data/abstract/Computing%20Service%20Skylines%20over%20Sets%20of%20Services..txt,0.001886792,0.266037736,0.001886792,0.001886792,0.001886792,0.001886792,0.039622642,0.001886792,0.001886792,0.001886792,0.058490566,0.001886792,0.039622642,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.020754717,0.001886792,0.001886792,0.001886792,0.001886792,0.039622642,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.11509434,0.001886792,0.096226415,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.001886792,0.247169811,0.001886792,0.001886792,0.001886792,0.001886792
1227,file:/C:/mallet/sample-data/abstract/Computing%20Strategic%20Trade-Offs%20in%20Web%20Service%20Deployment%20and%20Selection..txt,0.001030928,0.17628866,0.021649485,0.001030928,0.001030928,0.021649485,0.001030928,0.001030928,0.001030928,0.011340206,0.001030928,0.001030928,0.001030928,0.001030928,0.001030928,0.001030928,0.001030928,0.011340206,0.011340206,0.042268041,0.011340206,0.001030928,0.001030928,0.042268041,0.001030928,0.001030928,0.062886598,0.073195876,0.001030928,0.001030928,0.320618557,0.001030928,0.001030928,0.001030928,0.011340206,0.001030928,0.011340206,0.001030928,0.001030928,0.001030928,0.062886598,0.001030928,0.001030928,0.001030928,0.001030928,0.001030928,0.042268041,0.001030928,0.001030928,0.031958763
1228,file:/C:/mallet/sample-data/abstract/Concepts%20for%20Service-Oriented%20Business%20Thinking..txt,0.022,0.062,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.062,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.162,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.022,0.002,0.002,0.002,0.002,0.082,0.002,0.002,0.002,0.022,0.002,0.002,0.482,0.002,0.002
1229,file:/C:/mallet/sample-data/abstract/Concurrency%20Issues%20in%20Automating%20RTS%20for%20Web%20Services..txt,0.001086957,0.077173913,0.098913043,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.566304348,0.033695652,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.011956522,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.055434783,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.033695652,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.001086957,0.077173913
1230,file:/C:/mallet/sample-data/abstract/Concurrent%20Negotiation%20over%20Quality%20of%20Service..txt,0.001204819,0.121686747,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.013253012,0.001204819,0.013253012,0.001204819,0.278313253,0.001204819,0.001204819,0.121686747,0.109638554,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.073493976,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.013253012,0.001204819,0.025301205,0.181927711,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819,0.001204819
1231,file:/C:/mallet/sample-data/abstract/Conference%20Committees..txt,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.455555556,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111
1232,file:/C:/mallet/sample-data/abstract/Conference%20Officers..txt,0.122222222,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.344444444,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111,0.011111111
1233,file:/C:/mallet/sample-data/abstract/Conference%20Organization..txt,0.1,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.463636364,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909
1234,file:/C:/mallet/sample-data/abstract/Confidential%20Business%20Process%20Execution%20on%20Blockchain..txt,0.016176471,0.001470588,0.001470588,0.045588235,0.016176471,0.001470588,0.045588235,0.001470588,0.001470588,0.075,0.045588235,0.016176471,0.001470588,0.001470588,0.060294118,0.001470588,0.148529412,0.001470588,0.001470588,0.001470588,0.001470588,0.001470588,0.001470588,0.001470588,0.001470588,0.001470588,0.045588235,0.001470588,0.001470588,0.001470588,0.001470588,0.001470588,0.001470588,0.001470588,0.030882353,0.001470588,0.001470588,0.001470588,0.001470588,0.001470588,0.089705882,0.001470588,0.266176471,0.001470588,0.030882353,0.001470588,0.001470588,0.001470588,0.001470588,0.016176471
1235,file:/C:/mallet/sample-data/abstract/Configurable%20Composition%20and%20Adaptive%20Provisioning%20of%20Web%20Services..txt,0.058653846,0.000961538,0.000961538,0.000961538,0.000961538,0.000961538,0.000961538,0.000961538,0.0875,0.000961538,0.000961538,0.049038462,0.000961538,0.049038462,0.000961538,0.000961538,0.000961538,0.039423077,0.106730769,0.106730769,0.000961538,0.000961538,0.000961538,0.029807692,0.010576923,0.000961538,0.077884615,0.000961538,0.000961538,0.000961538,0.000961538,0.250961538,0.000961538,0.000961538,0.000961538,0.000961538,0.000961538,0.020192308,0.000961538,0.000961538,0.000961538,0.000961538,0.000961538,0.000961538,0.029807692,0.010576923,0.039423077,0.000961538,0.000961538,0.000961538
1236,file:/C:/mallet/sample-data/abstract/Configurable%20Event%20Correlation%20for%20Process%20Discovery%20from%20Object-Centric%20Event%20Data..txt,0.118018018,0.018918919,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.00990991,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.37027027,0.072972973,0.000900901,0.000900901,0.00990991,0.054954955,0.000900901,0.00990991,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.00990991,0.00990991,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.000900901,0.072972973,0.127027027,0.000900901,0.000900901,0.00990991,0.000900901,0.072972973
1237,file:/C:/mallet/sample-data/abstract/Configuration%20Guidance%20Framework%20for%20Molecular%20Dynamics%20Simulations%20in%20Virtualized%20Clusters..txt,0.000884956,0.062831858,0.000884956,0.000884956,0.009734513,0.115929204,0.000884956,0.000884956,0.009734513,0.000884956,0.000884956,0.000884956,0.000884956,0.098230088,0.000884956,0.000884956,0.000884956,0.000884956,0.071681416,0.000884956,0.000884956,0.000884956,0.000884956,0.107079646,0.310619469,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.071681416,0.000884956,0.000884956,0.000884956,0.000884956,0.018584071,0.018584071,0.071681416,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956,0.000884956
1238,file:/C:/mallet/sample-data/abstract/Configuration%20Reasoning%20and%20Ontology%20ForWeb..txt,0.001010101,0.001010101,0.051515152,0.011111111,0.001010101,0.001010101,0.001010101,0.061616162,0.001010101,0.001010101,0.001010101,0.011111111,0.031313131,0.001010101,0.001010101,0.001010101,0.001010101,0.001010101,0.001010101,0.293939394,0.001010101,0.001010101,0.233333333,0.001010101,0.041414141,0.001010101,0.001010101,0.001010101,0.011111111,0.001010101,0.001010101,0.001010101,0.001010101,0.001010101,0.001010101,0.001010101,0.001010101,0.001010101,0.001010101,0.122222222,0.001010101,0.001010101,0.011111111,0.071717172,0.001010101,0.001010101,0.011111111,0.001010101,0.001010101,0.001010101
1239,file:/C:/mallet/sample-data/abstract/Configuration-Based%20Workflow%20Composition..txt,0.032631579,0.001052632,0.001052632,0.001052632,0.001052632,0.011578947,0.001052632,0.022105263,0.169473684,0.001052632,0.001052632,0.043157895,0.001052632,0.001052632,0.001052632,0.001052632,0.032631579,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.095789474,0.001052632,0.001052632,0.001052632,0.095789474,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.158947368,0.001052632,0.001052632,0.137894737,0.001052632,0.001052632,0.032631579,0.001052632,0.001052632,0.001052632,0.001052632,0.095789474,0.011578947,0.011578947,0.011578947,0.001052632
1240,file:/C:/mallet/sample-data/abstract/Conflict%20Management%20in%20Service-Oriented%20Pervasive%20Platforms..txt,0.15125,0.00125,0.08875,0.00125,0.02625,0.00125,0.05125,0.00125,0.00125,0.00125,0.00125,0.13875,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.05125,0.16375,0.01375,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.00125,0.01375,0.00125,0.00125,0.00125,0.00125,0.15125,0.00125,0.00125,0.00125,0.00125,0.10125
1241,file:/C:/mallet/sample-data/abstract/Conformance%20Checking%20of%20Communicating%20Resource%20Systems%20with%20RAs%20Calculus..txt,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.083606557,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.067213115,0.41147541,0.001639344,0.067213115,0.018032787,0.018032787,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.001639344,0.116393443,0.001639344,0.001639344,0.001639344,0.001639344,0.149180328,0.001639344,0.001639344,0.001639344
1242,file:/C:/mallet/sample-data/abstract/Conformance%20Verification%20between%20Web%20Service%20Choreography%20and%20Implementation%20Using%20Learning%20and%20Model%20Checking..txt,0.001923077,0.021153846,0.117307692,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.617307692,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.117307692,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.021153846,0.021153846,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077
1243,file:/C:/mallet/sample-data/abstract/Confucius-+-%20A%20Scientific%20Collaboration%20System%20Using%20Collaborative%20Scientific%20Workflows..txt,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.04025974,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.079220779,0.001298701,0.001298701,0.001298701,0.014285714,0.027272727,0.001298701,0.001298701,0.001298701,0.001298701,0.014285714,0.001298701,0.001298701,0.001298701,0.04025974,0.001298701,0.001298701,0.001298701,0.04025974,0.001298701,0.001298701,0.001298701,0.105194805,0.001298701,0.001298701,0.416883117,0.014285714,0.001298701,0.014285714,0.001298701,0.001298701,0.001298701,0.001298701,0.001298701,0.014285714,0.001298701,0.001298701,0.131168831
1244,file:/C:/mallet/sample-data/abstract/Confucius-+-%20A%20Tool%20Supporting%20Collaborative%20Scientific%20Workflow%20Composition..txt,0.001041667,0.001041667,0.001041667,0.001041667,0.011458333,0.001041667,0.032291667,0.001041667,0.001041667,0.021875,0.001041667,0.001041667,0.136458333,0.001041667,0.001041667,0.084375,0.032291667,0.001041667,0.011458333,0.011458333,0.011458333,0.001041667,0.001041667,0.021875,0.001041667,0.001041667,0.032291667,0.001041667,0.001041667,0.001041667,0.001041667,0.001041667,0.001041667,0.001041667,0.021875,0.001041667,0.001041667,0.271875,0.001041667,0.001041667,0.001041667,0.001041667,0.001041667,0.001041667,0.001041667,0.001041667,0.001041667,0.032291667,0.001041667,0.230208333
1245,file:/C:/mallet/sample-data/abstract/Consensus-Based%20Service%20Selection%20Using%20Crowdsourcing%20Under%20Fuzzy%20Preferences%20of%20Users..txt,0.011,0.281,0.001,0.121,0.011,0.001,0.001,0.001,0.001,0.001,0.061,0.001,0.031,0.021,0.001,0.001,0.001,0.071,0.001,0.001,0.001,0.001,0.001,0.011,0.001,0.121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.041,0.001,0.001,0.081,0.001,0.001,0.001,0.001,0.011,0.011,0.001,0.061,0.021,0.001
1246,file:/C:/mallet/sample-data/abstract/Consideration%20of%20Operation%20Composition%20in%20Semantic%20Service%20Matchmaking..txt,0.001282051,0.129487179,0.129487179,0.001282051,0.091025641,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051,0.014102564,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051,0.065384615,0.001282051,0.001282051,0.001282051,0.001282051,0.244871795,0.001282051,0.001282051,0.001282051,0.03974359,0.001282051,0.142307692,0.03974359,0.014102564,0.001282051,0.001282051,0.001282051,0.014102564,0.001282051,0.001282051,0.026923077,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051,0.001282051
1247,file:/C:/mallet/sample-data/abstract/Constraint%20Adaptation%20in%20Web%20Service%20Composition..txt,0.00070922,0.057446809,0.00070922,0.007801418,0.007801418,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922,0.014893617,0.007801418,0.00070922,0.00070922,0.021985816,0.00070922,0.007801418,0.00070922,0.114184397,0.05035461,0.00070922,0.00070922,0.178014184,0.00070922,0.00070922,0.007801418,0.00070922,0.021985816,0.00070922,0.00070922,0.00070922,0.404964539,0.00070922,0.00070922,0.00070922,0.064539007,0.00070922,0.007801418,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922,0.00070922
1248,file:/C:/mallet/sample-data/abstract/Constraint%20Driven%20Web%20Service%20Composition%20in%20METEOR-S..txt,0.001408451,0.128169014,0.085915493,0.001408451,0.001408451,0.001408451,0.001408451,0.085915493,0.001408451,0.001408451,0.001408451,0.001408451,0.001408451,0.015492958,0.001408451,0.001408451,0.184507042,0.001408451,0.001408451,0.001408451,0.001408451,0.001408451,0.1,0.001408451,0.001408451,0.001408451,0.001408451,0.001408451,0.001408451,0.001408451,0.142253521,0.001408451,0.001408451,0.001408451,0.1,0.001408451,0.029577465,0.015492958,0.001408451,0.001408451,0.057746479,0.001408451,0.001408451,0.001408451,0.001408451,0.001408451,0.001408451,0.001408451,0.001408451,0.001408451
1249,file:/C:/mallet/sample-data/abstract/Constraint%20Specification%20and%20Processing%20in%20Web%20Services%20Publication%20and%20Discovery..txt,0.001075269,0.162365591,0.001075269,0.001075269,0.022580645,0.001075269,0.001075269,0.140860215,0.001075269,0.033333333,0.001075269,0.001075269,0.011827957,0.001075269,0.044086022,0.001075269,0.001075269,0.001075269,0.011827957,0.001075269,0.001075269,0.065591398,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.140860215,0.001075269,0.001075269,0.065591398,0.011827957,0.001075269,0.001075269,0.001075269,0.001075269,0.001075269,0.065591398,0.001075269,0.022580645,0.001075269,0.001075269,0.044086022,0.001075269,0.001075269,0.119354839,0.001075269,0.001075269,0.001075269
1250,file:/C:/mallet/sample-data/abstract/Constraint-Driven%20Dynamic%20Workflow%20for%20Automation%20of%20Big%20Data%20Analytics%20Based%20on%20GraphPlan..txt,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.315238095,0.01047619,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.039047619,0.000952381,0.048571429,0.02,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.058095238,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.153333333,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.124761905,0.172380952,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.000952381,0.02,0.000952381,0.000952381,0.000952381,0.000952381
1251,file:/C:/mallet/sample-data/abstract/Constraints%20Based%20Web%20Service%20Semantic%20Augmentation..txt,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.437096774,0.033870968,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.033870968,0.162903226,0.017741935,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.017741935,0.001612903,0.082258065,0.001612903,0.001612903,0.001612903,0.001612903,0.098387097,0.017741935,0.001612903,0.001612903,0.033870968,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903,0.001612903
1252,file:/C:/mallet/sample-data/abstract/Constructing%20a%20Context-Aware%20Service-Oriented%20Reputation%20Model%20Using%20Attention%20Allocation%20Points..txt,0.002173913,0.002173913,0.002173913,0.241304348,0.002173913,0.002173913,0.002173913,0.002173913,0.002173913,0.002173913,0.002173913,0.002173913,0.002173913,0.045652174,0.002173913,0.002173913,0.002173913,0.023913043,0.002173913,0.002173913,0.002173913,0.002173913,0.002173913,0.002173913,0.002173913,0.110869565,0.002173913,0.002173913,0.002173913,0.002173913,0.023913043,0.002173913,0.002173913,0.002173913,0.002173913,0.002173913,0.197826087,0.002173913,0.002173913,0.045652174,0.002173913,0.002173913,0.132608696,0.002173913,0.002173913,0.002173913,0.002173913,0.067391304,0.023913043,0.002173913
1253,file:/C:/mallet/sample-data/abstract/Constructing%20a%20Global%20Social%20Service%20Network%20for%20Better%20Quality%20of%20Web%20Service%20Discovery..txt,0.000854701,0.000854701,0.205982906,0.000854701,0.000854701,0.000854701,0.009401709,0.026495726,0.000854701,0.000854701,0.000854701,0.000854701,0.000854701,0.000854701,0.000854701,0.000854701,0.000854701,0.009401709,0.000854701,0.000854701,0.000854701,0.000854701,0.000854701,0.000854701,0.000854701,0.000854701,0.017948718,0.000854701,0.000854701,0.000854701,0.000854701,0.026495726,0.000854701,0.470940171,0.000854701,0.000854701,0.052136752,0.017948718,0.000854701,0.077777778,0.000854701,0.000854701,0.000854701,0.043589744,0.009401709,0.000854701,0.000854701,0.000854701,0.000854701,0.000854701
1254,file:/C:/mallet/sample-data/abstract/Constructing%20an%20Authentication%20Token%20to%20Access%20External%20Services%20in%20Service%20Aggregation..txt,0.02037037,0.001851852,0.112962963,0.094444444,0.038888889,0.001851852,0.001851852,0.001851852,0.001851852,0.261111111,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.02037037,0.001851852,0.057407407,0.001851852,0.02037037,0.075925926,0.02037037,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.02037037,0.001851852,0.001851852,0.001851852,0.02037037,0.15,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.02037037,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852
1255,file:/C:/mallet/sample-data/abstract/Constructing%20Operation-Level%20Ontologies%20for%20Web%20Services..txt,0.018965517,0.001724138,0.087931034,0.001724138,0.036206897,0.001724138,0.001724138,0.156896552,0.001724138,0.001724138,0.001724138,0.001724138,0.018965517,0.001724138,0.001724138,0.001724138,0.001724138,0.001724138,0.001724138,0.001724138,0.018965517,0.001724138,0.018965517,0.001724138,0.001724138,0.001724138,0.001724138,0.001724138,0.312068966,0.018965517,0.001724138,0.018965517,0.001724138,0.018965517,0.122413793,0.001724138,0.001724138,0.001724138,0.001724138,0.001724138,0.001724138,0.001724138,0.001724138,0.087931034,0.001724138,0.001724138,0.001724138,0.001724138,0.001724138,0.001724138
